YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2021,1529,405,830,Oregon St.,12,8,16,65
2021,1528,404,825,Syracuse,11,16,16,46
2021,1527,403,853,Houston,2,4,16,62
2021,1526,194,856,Gonzaga,1,2,8,85
2021,1525,193,817,USC,6,8,8,66
2021,1524,192,844,Michigan,1,8,8,49
2021,1523,191,819,UCLA,11,4,8,51
2021,1522,190,871,Baylor,1,1,8,81
2021,1521,189,872,Arkansas,3,8,8,72
2021,1520,188,830,Oregon St.,12,8,8,61
2021,1519,187,853,Houston,2,4,8,67
2021,1518,82,856,Gonzaga,1,2,4,93
2021,1517,81,819,UCLA,11,4,4,90
2021,1516,80,871,Baylor,1,1,4,78
2021,1515,79,853,Houston,2,4,4,59
2021,1514,26,856,Gonzaga,1,2,2,70
2021,1513,25,871,Baylor,1,1,2,86
2019,1512,1698,798,Duke,1,8,64,85
2019,1511,1697,768,North Dakota St.,16,64,64,62
2019,1510,1696,748,VCU,8,64,64,58
2019,1509,1695,750,UCF,9,32,64,73
2019,1508,1694,775,Mississippi St.,5,64,64,76
2019,1507,1693,784,Liberty,12,32,64,80
2019,1506,1692,744,Virginia Tech,4,16,64,66
2019,1505,1691,759,Saint Louis,13,64,64,52
2019,1504,1690,780,Maryland,6,32,64,79
2019,1503,1689,803,Belmont,11,64,64,77
2019,1502,1688,782,LSU,3,16,64,79
2019,1501,1687,740,Yale,14,64,64,74
2019,1500,1686,783,Louisville,7,64,64,76
2019,1499,1685,777,Minnesota,10,32,64,86
2019,1498,1684,778,Michigan St.,2,4,64,76
2019,1497,1683,802,Bradley,15,64,64,65
2019,1496,1682,792,Gonzaga,1,8,64,87
2019,1495,1681,797,Fairleigh Dickinson,16,64,64,49
2019,1494,1680,755,Syracuse,8,64,64,69
2019,1493,1679,804,Baylor,9,32,64,78
2019,1492,1678,781,Marquette,5,64,64,64
2019,1491,1677,773,Murray St.,12,32,64,83
2019,1490,1676,795,Florida St.,4,16,64,76
2019,1489,1675,747,Vermont,13,64,64,69
2019,1488,1674,801,Buffalo,6,32,64,91
2019,1487,1673,806,Arizona St.,11,64,64,74
2019,1486,1672,752,Texas Tech,3,2,64,72
2019,1485,1671,766,Northern Kentucky,14,64,64,57
2019,1484,1670,772,Nevada,7,64,64,61
2019,1483,1669,796,Florida,10,32,64,70
2019,1482,1668,779,Michigan,2,16,64,74
2019,1481,1667,774,Montana,15,64,64,55
2019,1480,1666,745,Virginia,1,1,64,71
2019,1479,1665,794,Gardner Webb,16,64,64,56
2019,1478,1664,776,Mississippi,8,64,64,72
2019,1477,1663,764,Oklahoma,9,32,64,95
2019,1476,1662,742,Wisconsin,5,64,64,54
2019,1475,1661,762,Oregon,12,16,64,72
2019,1474,1660,786,Kansas St.,4,64,64,64
2019,1473,1659,751,UC Irvine,13,32,64,70
2019,1472,1658,746,Villanova,6,32,64,61
2019,1471,1657,758,Saint Mary's,11,64,64,57
2019,1470,1656,760,Purdue,3,8,64,61
2019,1469,1655,763,Old Dominion,14,64,64,48
2019,1468,1654,800,Cincinnati,7,64,64,72
2019,1467,1653,789,Iowa,10,32,64,79
2019,1466,1652,753,Tennessee,2,16,64,77
2019,1465,1651,799,Colgate,15,64,64,70
2019,1464,1650,770,North Carolina,1,16,64,88
2019,1463,1649,790,Iona,16,64,64,73
2019,1462,1648,749,Utah St.,8,64,64,61
2019,1461,1647,743,Washington,9,32,64,78
2019,1460,1646,805,Auburn,5,4,64,78
2019,1459,1645,771,New Mexico St.,12,64,64,77
2019,1458,1644,787,Kansas,4,32,64,87
2019,1457,1643,767,Northeastern,13,64,64,52
2019,1456,1642,788,Iowa St.,6,64,64,59
2019,1455,1641,765,Ohio St.,11,32,64,62
2019,1454,1640,791,Houston,3,16,64,84
2019,1453,1639,793,Georgia St.,14,64,64,55
2019,1452,1638,741,Wofford,7,32,64,84
2019,1451,1637,757,Seton Hall,10,64,64,68
2019,1450,1636,785,Kentucky,2,8,64,79
2019,1449,1635,807,Abilene Christian,15,64,64,44
2019,1448,834,798,Duke,1,8,32,77
2019,1447,833,750,UCF,9,32,32,76
2019,1446,832,784,Liberty,12,32,32,58
2019,1445,831,744,Virginia Tech,4,16,32,67
2019,1444,830,780,Maryland,6,32,32,67
2019,1443,829,782,LSU,3,16,32,69
2019,1442,828,777,Minnesota,10,32,32,50
2019,1441,827,778,Michigan St.,2,4,32,70
2019,1440,826,792,Gonzaga,1,8,32,83
2019,1439,825,804,Baylor,9,32,32,71
2019,1438,824,773,Murray St.,12,32,32,62
2019,1437,823,795,Florida St.,4,16,32,90
2019,1436,822,801,Buffalo,6,32,32,58
2019,1435,821,752,Texas Tech,3,2,32,78
2019,1434,820,796,Florida,10,32,32,49
2019,1433,819,779,Michigan,2,16,32,64
2019,1432,818,269,Virginia ,1,1,32,63
2019,1431,817,764,Oklahoma,9,32,32,51
2019,1430,816,762,Oregon,12,16,32,73
2019,1429,815,751,UC Irvine,13,32,32,54
2019,1428,814,746,Villanova,6,32,32,61
2019,1427,813,760,Purdue,3,8,32,87
2019,1426,812,789,Iowa,10,32,32,77
2019,1425,811,753,Tennessee,2,16,32,83
2019,1424,810,770,North Carolina,1,16,32,81
2019,1423,809,743,Washington,9,32,32,59
2019,1422,808,805,Auburn,5,4,32,89
2019,1421,807,787,Kansas,4,32,32,75
2019,1420,806,765,Ohio St.,11,32,32,59
2019,1419,805,791,Houston,3,16,32,74
2019,1418,804,741,Wofford,7,32,32,56
2019,1417,803,785,Kentucky,2,8,32,62
2019,1416,402,798,Duke,1,8,16,75
2019,1415,401,744,Virginia Tech,4,16,16,73
2019,1414,400,782,LSU,3,16,16,63
2019,1413,399,778,Michigan St.,2,4,16,80
2019,1412,398,792,Gonzaga,1,8,16,72
2019,1411,397,795,Florida St.,4,16,16,58
2019,1410,396,752,Texas Tech,3,2,16,63
2019,1409,395,779,Michigan,2,16,16,44
2019,1408,394,269,Virginia ,1,1,16,53
2019,1407,393,762,Oregon,12,16,16,49
2019,1406,392,760,Purdue,3,8,16,99
2019,1405,391,753,Tennessee,2,16,16,94
2019,1404,390,770,North Carolina,1,16,16,80
2019,1403,389,805,Auburn,5,4,16,97
2019,1402,388,791,Houston,3,16,16,58
2019,1401,387,785,Kentucky,2,8,16,62
2019,1400,186,798,Duke,1,8,8,67
2019,1399,185,778,Michigan St.,2,4,8,68
2019,1398,184,792,Gonzaga,1,8,8,69
2019,1397,183,752,Texas Tech,3,2,8,75
2019,1396,182,269,Virginia ,1,1,8,80
2019,1395,181,760,Purdue,3,8,8,75
2019,1394,180,805,Auburn,5,4,8,77
2019,1393,179,785,Kentucky,2,8,8,71
2019,1392,78,778,Michigan St.,2,4,4,51
2019,1391,77,752,Texas Tech,3,2,4,61
2019,1390,76,269,Virginia ,1,1,4,63
2019,1389,75,805,Auburn,5,4,4,62
2019,1388,24,752,Texas Tech,3,2,2,77
2019,1387,23,269,Virginia ,1,1,2,85
2018,1386,1634,677,Virginia,1,64,64,54
2018,1385,1633,680,UMBC,16,32,64,74
2018,1384,1632,727,Creighton,8,64,64,59
2018,1383,1631,717,Kansas St.,9,8,64,69
2018,1382,1630,716,Kentucky,5,16,64,78
2018,1381,1629,726,Davidson,12,64,64,73
2018,1380,1628,738,Arizona,4,64,64,68
2018,1379,1627,733,Buffalo,13,32,64,89
2018,1378,1626,711,Miami FL,6,64,64,62
2018,1377,1625,713,Loyola Chicago,11,4,64,64
2018,1376,1624,686,Tennessee,3,32,64,73
2018,1375,1623,673,Wright St.,14,64,64,47
2018,1374,1622,705,Nevada,7,16,64,87
2018,1373,1621,685,Texas,10,64,64,83
2018,1372,1620,730,Cincinnati,2,32,64,68
2018,1371,1619,722,Georgia St.,15,64,64,53
2018,1370,1618,672,Xavier,1,32,64,102
2018,1369,1617,683,Texas Southern,16,64,64,83
2018,1368,1616,708,Missouri,8,64,64,54
2018,1367,1615,723,Florida St.,9,8,64,67
2018,1366,1614,700,Ohio St.,5,32,64,81
2018,1365,1613,691,South Dakota St.,12,64,64,73
2018,1364,1612,721,Gonzaga,4,16,64,68
2018,1363,1611,679,UNC Greensboro,13,64,64,64
2018,1362,1610,720,Houston,6,32,64,67
2018,1361,1609,693,San Diego St.,11,64,64,65
2018,1360,1608,710,Michigan,3,2,64,61
2018,1359,1607,707,Montana,14,64,64,47
2018,1358,1606,684,Texas A&M,7,16,64,73
2018,1357,1605,697,Providence,10,64,64,69
2018,1356,1604,703,North Carolina,2,32,64,84
2018,1355,1603,715,Lipscomb,15,64,64,66
2018,1354,1602,678,Villanova,1,1,64,87
2018,1353,1601,695,Radford,16,64,64,61
2018,1352,1600,676,Virginia Tech,8,64,64,83
2018,1351,1599,739,Alabama,9,32,64,86
2018,1350,1598,675,West Virginia,5,16,64,85
2018,1349,1597,706,Murray St.,12,64,64,68
2018,1348,1596,674,Wichita St.,4,64,64,75
2018,1347,1595,712,Marshall,13,32,64,81
2018,1346,1594,724,Florida,6,32,64,77
2018,1345,1593,690,St. Bonaventure,11,64,64,62
2018,1344,1592,682,Texas Tech,3,8,64,70
2018,1343,1591,689,Stephen F. Austin,14,64,64,60
2018,1342,1590,736,Arkansas,7,64,64,62
2018,1341,1589,732,Butler,10,32,64,79
2018,1340,1588,696,Purdue,2,16,64,74
2018,1339,1587,731,Cal St. Fullerton,15,64,64,48
2018,1338,1586,718,Kansas,1,4,64,76
2018,1337,1585,698,Penn,16,64,64,60
2018,1336,1584,692,Seton Hall,8,32,64,94
2018,1335,1583,701,North Carolina St.,9,64,64,83
2018,1334,1582,729,Clemson,5,16,64,79
2018,1333,1581,704,New Mexico St.,12,64,64,68
2018,1332,1580,735,Auburn,4,32,64,62
2018,1331,1579,728,College of Charleston,13,64,64,58
2018,1330,1578,687,TCU,6,64,64,52
2018,1329,1577,688,Syracuse,11,16,64,57
2018,1328,1576,709,Michigan St.,3,32,64,82
2018,1327,1575,734,Bucknell,14,64,64,78
2018,1326,1574,694,Rhode Island,7,32,64,83
2018,1325,1573,699,Oklahoma,10,64,64,78
2018,1324,1572,725,Duke,2,8,64,89
2018,1323,1571,719,Iona,15,64,64,67
2018,1322,802,680,UMBC,16,32,32,43
2018,1321,801,717,Kansas St.,9,8,32,50
2018,1320,800,716,Kentucky,5,16,32,95
2018,1319,799,733,Buffalo,13,32,32,75
2018,1318,798,713,Loyola Chicago,11,4,32,63
2018,1317,797,686,Tennessee,3,32,32,62
2018,1316,796,705,Nevada,7,16,32,75
2018,1315,795,730,Cincinnati,2,32,32,73
2018,1314,794,672,Xavier,1,32,32,70
2018,1313,793,723,Florida St.,9,8,32,75
2018,1312,792,700,Ohio St.,5,32,32,84
2018,1311,791,721,Gonzaga,4,16,32,90
2018,1310,790,720,Houston,6,32,32,63
2018,1309,789,710,Michigan,3,2,32,64
2018,1308,788,684,Texas A&M,7,16,32,86
2018,1307,787,703,North Carolina,2,32,32,65
2018,1306,786,678,Villanova,1,1,32,81
2018,1305,785,739,Alabama,9,32,32,58
2018,1304,784,675,West Virginia,5,16,32,94
2018,1303,783,712,Marshall,13,32,32,71
2018,1302,782,724,Florida,6,32,32,66
2018,1301,781,682,Texas Tech,3,8,32,69
2018,1300,780,732,Butler,10,32,32,73
2018,1299,779,696,Purdue,2,16,32,76
2018,1298,778,718,Kansas,1,4,32,83
2018,1297,777,692,Seton Hall,8,32,32,79
2018,1296,776,729,Clemson,5,16,32,84
2018,1295,775,735,Auburn,4,32,32,53
2018,1294,774,688,Syracuse,11,16,32,55
2018,1293,773,709,Michigan St.,3,32,32,53
2018,1292,772,694,Rhode Island,7,32,32,62
2018,1291,771,725,Duke,2,8,32,87
2018,1290,386,717,Kansas St.,9,8,16,61
2018,1289,385,716,Kentucky,5,16,16,58
2018,1288,384,713,Loyola Chicago,11,4,16,69
2018,1287,383,705,Nevada,7,16,16,68
2018,1286,382,723,Florida St.,9,8,16,75
2018,1285,381,721,Gonzaga,4,16,16,60
2018,1284,380,710,Michigan,3,2,16,99
2018,1283,379,684,Texas A&M,7,16,16,72
2018,1282,378,678,Villanova,1,1,16,90
2018,1281,377,675,West Virginia,5,16,16,78
2018,1280,376,682,Texas Tech,3,8,16,78
2018,1279,375,696,Purdue,2,16,16,65
2018,1278,374,718,Kansas,1,4,16,80
2018,1277,373,729,Clemson,5,16,16,76
2018,1276,372,688,Syracuse,11,16,16,65
2018,1275,371,725,Duke,2,8,16,69
2018,1274,178,717,Kansas St.,9,8,8,62
2018,1273,177,713,Loyola Chicago,11,4,8,78
2018,1272,176,723,Florida St.,9,8,8,54
2018,1271,175,710,Michigan,3,2,8,58
2018,1270,174,678,Villanova,1,1,8,71
2018,1269,173,682,Texas Tech,3,8,8,59
2018,1268,172,718,Kansas,1,4,8,85
2018,1267,171,725,Duke,2,8,8,81
2018,1266,74,713,Loyola Chicago,11,4,4,57
2018,1265,73,710,Michigan,3,2,4,69
2018,1264,72,678,Villanova,1,1,4,95
2018,1263,71,718,Kansas,1,4,4,79
2018,1262,22,710,Michigan,3,2,2,62
2018,1261,21,678,Villanova,1,1,2,79
2017,1260,1570,612,Villanova,1,32,64,76
2017,1259,1569,642,Mount St. Mary's,16,64,64,56
2017,1258,1568,605,Wisconsin,8,16,64,84
2017,1257,1567,610,Virginia Tech,9,64,64,74
2017,1256,1566,611,Virginia,5,32,64,76
2017,1255,1565,617,UNC Wilmington,12,64,64,71
2017,1254,1564,661,Florida,4,8,64,80
2017,1253,1563,662,East Tennessee St.,13,64,64,65
2017,1252,1562,624,SMU,6,64,64,65
2017,1251,1561,616,USC,11,32,64,66
2017,1250,1560,669,Baylor,3,16,64,91
2017,1249,1559,640,New Mexico St.,14,64,64,73
2017,1248,1558,623,South Carolina,7,4,64,93
2017,1247,1557,649,Marquette,10,64,64,73
2017,1246,1556,663,Duke,2,32,64,87
2017,1245,1555,620,Troy,15,64,64,65
2017,1244,1554,658,Gonzaga,1,2,64,66
2017,1243,1553,622,South Dakota St.,16,64,64,46
2017,1242,1552,634,Northwestern,8,32,64,68
2017,1241,1551,615,Vanderbilt,9,64,64,66
2017,1240,1550,633,Notre Dame,5,32,64,60
2017,1239,1549,630,Princeton,12,64,64,58
2017,1238,1548,608,West Virginia,4,16,64,86
2017,1237,1547,668,Bucknell,13,64,64,80
2017,1236,1546,648,Maryland,6,64,64,65
2017,1235,1545,604,Xavier,11,8,64,76
2017,1234,1544,659,Florida St.,3,32,64,86
2017,1233,1543,660,Florida Gulf Coast,14,64,64,80
2017,1232,1542,626,Saint Mary's,7,32,64,85
2017,1231,1541,614,VCU,10,64,64,77
2017,1230,1540,671,Arizona,2,16,64,100
2017,1229,1539,636,North Dakota,15,64,64,82
2017,1228,1538,654,Kansas,1,8,64,100
2017,1227,1537,619,UC Davis,16,64,64,62
2017,1226,1536,647,Miami FL,8,64,64,58
2017,1225,1535,645,Michigan St.,9,32,64,78
2017,1224,1534,656,Iowa St.,5,32,64,84
2017,1223,1533,641,Nevada,12,64,64,73
2017,1222,1532,628,Purdue,4,16,64,80
2017,1221,1531,613,Vermont,13,64,64,70
2017,1220,1530,665,Creighton,6,64,64,72
2017,1219,1529,627,Rhode Island,11,32,64,84
2017,1218,1528,631,Oregon,3,4,64,93
2017,1217,1527,657,Iona,14,64,64,77
2017,1216,1526,646,Michigan,7,16,64,92
2017,1215,1525,632,Oklahoma St.,10,64,64,91
2017,1214,1524,650,Louisville,2,32,64,78
2017,1213,1523,655,Jacksonville St.,15,64,64,63
2017,1212,1522,638,North Carolina,1,1,64,103
2017,1211,1521,621,Texas Southern,16,64,64,64
2017,1210,1520,670,Arkansas,8,32,64,77
2017,1209,1519,625,Seton Hall,9,64,64,71
2017,1208,1518,643,Minnesota,5,64,64,72
2017,1207,1517,644,Middle Tennessee,12,32,64,81
2017,1206,1516,667,Butler,4,16,64,76
2017,1205,1515,606,Winthrop,13,64,64,64
2017,1204,1514,666,Cincinnati,6,32,64,75
2017,1203,1513,653,Kansas St.,11,64,64,61
2017,1202,1512,618,UCLA,3,16,64,97
2017,1201,1511,652,Kent St.,14,64,64,80
2017,1200,1510,664,Dayton,7,64,64,58
2017,1199,1509,607,Wichita St.,10,32,64,64
2017,1198,1508,651,Kentucky,2,8,64,79
2017,1197,1507,635,Northern Kentucky,15,64,64,70
2017,1196,770,612,Villanova,1,32,32,62
2017,1195,769,605,Wisconsin,8,16,32,65
2017,1194,768,611,Virginia,5,32,32,39
2017,1193,767,661,Florida,4,8,32,65
2017,1192,766,616,USC,11,32,32,78
2017,1191,765,669,Baylor,3,16,32,82
2017,1190,764,623,South Carolina,7,4,32,88
2017,1189,763,663,Duke,2,32,32,81
2017,1188,762,658,Gonzaga,1,2,32,79
2017,1187,761,634,Northwestern,8,32,32,73
2017,1186,760,633,Notre Dame,5,32,32,71
2017,1185,759,608,West Virginia,4,16,32,83
2017,1184,758,604,Xavier,11,8,32,91
2017,1183,757,659,Florida St.,3,32,32,66
2017,1182,756,626,Saint Mary's,7,32,32,60
2017,1181,755,671,Arizona,2,16,32,69
2017,1180,754,654,Kansas,1,8,32,90
2017,1179,753,645,Michigan St.,9,32,32,70
2017,1178,752,656,Iowa St.,5,32,32,76
2017,1177,751,628,Purdue,4,16,32,80
2017,1176,750,627,Rhode Island,11,32,32,72
2017,1175,749,631,Oregon,3,4,32,75
2017,1174,748,646,Michigan,7,16,32,73
2017,1173,747,650,Louisville,2,32,32,69
2017,1172,746,638,North Carolina,1,1,32,72
2017,1171,745,670,Arkansas,8,32,32,65
2017,1170,744,644,Middle Tennessee,12,32,32,65
2017,1169,743,667,Butler,4,16,32,74
2017,1168,742,666,Cincinnati,6,32,32,67
2017,1167,741,618,UCLA,3,16,32,79
2017,1166,740,607,Wichita St.,10,32,32,62
2017,1165,739,651,Kentucky,2,8,32,65
2017,1164,370,605,Wisconsin,8,16,16,83
2017,1163,369,661,Florida,4,8,16,84
2017,1162,368,669,Baylor,3,16,16,50
2017,1161,367,623,South Carolina,7,4,16,70
2017,1160,366,658,Gonzaga,1,2,16,61
2017,1159,365,608,West Virginia,4,16,16,58
2017,1158,364,604,Xavier,11,8,16,73
2017,1157,363,671,Arizona,2,16,16,71
2017,1156,362,654,Kansas,1,8,16,98
2017,1155,361,628,Purdue,4,16,16,66
2017,1154,360,631,Oregon,3,4,16,69
2017,1153,359,646,Michigan,7,16,16,68
2017,1152,358,638,North Carolina,1,1,16,92
2017,1151,357,667,Butler,4,16,16,80
2017,1150,356,618,UCLA,3,16,16,75
2017,1149,355,651,Kentucky,2,8,16,86
2017,1148,170,661,Florida,4,8,8,70
2017,1147,169,623,South Carolina,7,4,8,77
2017,1146,168,658,Gonzaga,1,2,8,83
2017,1145,167,604,Xavier,11,8,8,59
2017,1144,166,654,Kansas,1,8,8,60
2017,1143,165,631,Oregon,3,4,8,74
2017,1142,164,638,North Carolina,1,1,8,75
2017,1141,163,651,Kentucky,2,8,8,73
2017,1140,70,623,South Carolina,7,4,4,73
2017,1139,69,658,Gonzaga,1,2,4,77
2017,1138,68,631,Oregon,3,4,4,76
2017,1137,67,638,North Carolina,1,1,4,77
2017,1136,20,658,Gonzaga,1,2,2,65
2017,1135,19,638,North Carolina,1,1,2,71
2016,1134,1506,578,Kansas,1,8,64,105
2016,1133,1505,602,Austin Peay,16,64,64,79
2016,1132,1504,594,Colorado,8,64,64,67
2016,1131,1503,593,Connecticut,9,32,64,74
2016,1130,1502,575,Maryland,5,16,64,79
2016,1129,1501,559,South Dakota St.,12,64,64,74
2016,1128,1500,597,California,4,64,64,66
2016,1127,1499,584,Hawaii,13,32,64,77
2016,1126,1498,603,Arizona,6,64,64,55
2016,1125,1497,539,Wichita St.,11,32,64,65
2016,1124,1496,574,Miami FL,3,16,64,79
2016,1123,1495,600,Buffalo,14,64,64,72
2016,1122,1494,580,Iowa,7,32,64,72
2016,1121,1493,554,Temple,10,64,64,70
2016,1120,1492,543,Villanova,2,1,64,86
2016,1119,1491,549,UNC Asheville,15,64,64,56
2016,1118,1490,566,Oregon,1,8,64,91
2016,1117,1489,583,Holy Cross,16,64,64,52
2016,1116,1488,561,Saint Joseph's,8,32,64,78
2016,1115,1487,595,Cincinnati,9,64,64,76
2016,1114,1486,601,Baylor,5,64,64,75
2016,1113,1485,536,Yale,12,32,64,79
2016,1112,1484,591,Duke,4,16,64,93
2016,1111,1483,548,UNC Wilmington,13,64,64,85
2016,1110,1482,553,Texas,6,64,64,72
2016,1109,1481,569,Northern Iowa,11,32,64,75
2016,1108,1480,552,Texas A&M,3,16,64,92
2016,1107,1479,586,Green Bay,14,64,64,65
2016,1106,1478,565,Oregon St.,7,64,64,67
2016,1105,1477,544,VCU,10,32,64,75
2016,1104,1476,567,Oklahoma,2,4,64,82
2016,1103,1475,598,Cal St. Bakersfield,15,64,64,68
2016,1102,1474,570,North Carolina,1,2,64,83
2016,1101,1473,589,Florida Gulf Coast,16,64,64,67
2016,1100,1472,547,USC,8,64,64,69
2016,1099,1471,563,Providence,9,32,64,70
2016,1098,1470,582,Indiana,5,16,64,99
2016,1097,1469,596,Chattanooga,12,64,64,74
2016,1096,1468,577,Kentucky,4,32,64,85
2016,1095,1467,556,Stony Brook,13,64,64,57
2016,1094,1466,568,Notre Dame,6,8,64,70
2016,1093,1465,573,Michigan,11,64,64,63
2016,1092,1464,540,West Virginia,3,64,64,56
2016,1091,1463,557,Stephen F. Austin,14,32,64,70
2016,1090,1462,538,Wisconsin,7,16,64,47
2016,1089,1461,564,Pittsburgh,10,64,64,43
2016,1088,1460,537,Xavier,2,32,64,71
2016,1087,1459,541,Weber St.,15,64,64,53
2016,1086,1458,542,Virginia,1,8,64,81
2016,1085,1457,585,Hampton,16,64,64,45
2016,1084,1456,551,Texas Tech,8,64,64,61
2016,1083,1455,599,Butler,9,32,64,71
2016,1082,1454,562,Purdue,5,64,64,83
2016,1081,1453,576,Little Rock,12,32,64,85
2016,1080,1452,579,Iowa St.,4,16,64,94
2016,1079,1451,581,Iona,13,64,64,81
2016,1078,1450,560,Seton Hall,6,64,64,52
2016,1077,1449,587,Gonzaga,11,16,64,68
2016,1076,1448,546,Utah,3,32,64,80
2016,1075,1447,588,Fresno St.,14,64,64,69
2016,1074,1446,592,Dayton,7,64,64,51
2016,1073,1445,555,Syracuse,10,4,64,70
2016,1072,1444,572,Michigan St.,2,64,64,81
2016,1071,1443,571,Middle Tennessee,15,32,64,90
2016,1070,738,578,Kansas,1,8,32,73
2016,1069,737,593,Connecticut,9,32,32,61
2016,1068,736,575,Maryland,5,16,32,73
2016,1067,735,584,Hawaii,13,32,32,60
2016,1066,734,539,Wichita St.,11,32,32,57
2016,1065,733,574,Miami FL,3,16,32,65
2016,1064,732,580,Iowa,7,32,32,68
2016,1063,731,543,Villanova,2,1,32,87
2016,1062,730,566,Oregon,1,8,32,69
2016,1061,729,561,Saint Joseph's,8,32,32,64
2016,1060,728,536,Yale,12,32,32,64
2016,1059,727,591,Duke,4,16,32,71
2016,1058,726,569,Northern Iowa,11,32,32,88
2016,1057,725,552,Texas A&M,3,16,32,92
2016,1056,724,544,VCU,10,32,32,81
2016,1055,723,567,Oklahoma,2,4,32,85
2016,1054,722,570,North Carolina,1,2,32,85
2016,1053,721,563,Providence,9,32,32,66
2016,1052,720,582,Indiana,5,16,32,73
2016,1051,719,577,Kentucky,4,32,32,67
2016,1050,718,568,Notre Dame,6,8,32,76
2016,1049,717,557,Stephen F. Austin,14,32,32,75
2016,1048,716,538,Wisconsin,7,16,32,66
2016,1047,715,537,Xavier,2,32,32,63
2016,1046,714,542,Virginia,1,8,32,77
2016,1045,713,599,Butler,9,32,32,69
2016,1044,712,576,Little Rock,12,32,32,61
2016,1043,711,579,Iowa St.,4,16,32,78
2016,1042,710,587,Gonzaga,11,16,32,82
2016,1041,709,546,Utah,3,32,32,59
2016,1040,708,555,Syracuse,10,4,32,75
2016,1039,707,571,Middle Tennessee,15,32,32,50
2016,1038,354,578,Kansas,1,8,16,79
2016,1037,353,575,Maryland,5,16,16,63
2016,1036,352,574,Miami FL,3,16,16,69
2016,1035,351,543,Villanova,2,1,16,92
2016,1034,350,566,Oregon,1,8,16,82
2016,1033,349,591,Duke,4,16,16,68
