YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2012,524,280,326,Cincinnati,6,16,16,66
2012,523,279,286,Ohio St.,2,4,16,81
2012,522,278,290,North Carolina,1,8,16,73
2012,521,277,287,Ohio,13,16,16,65
2012,520,276,289,North Carolina St.,11,16,16,57
2012,519,275,310,Kansas,2,2,16,60
2012,518,130,308,Kentucky,1,1,8,82
2012,517,129,330,Baylor,3,8,8,70
2012,516,128,303,Louisville,4,4,8,72
2012,515,127,318,Florida,7,8,8,68
2012,514,126,277,Syracuse,1,8,8,70
2012,513,125,286,Ohio St.,2,4,8,77
2012,512,124,290,North Carolina,1,8,8,67
2012,511,123,310,Kansas,2,2,8,80
2012,510,50,308,Kentucky,1,1,4,69
2012,509,49,303,Louisville,4,4,4,61
2012,508,48,286,Ohio St.,2,4,4,62
2012,507,47,310,Kansas,2,2,4,64
2012,506,10,308,Kentucky,1,1,2,67
2012,505,9,310,Kansas,2,2,2,59
2011,504,1186,226,Ohio St.,1,16,64,75
2011,503,1185,204,UTSA,16,64,64,46
2011,502,1184,249,George Mason,8,32,64,61
2011,501,1183,201,Villanova,9,64,64,57
2011,500,1182,199,West Virginia,5,32,64,84
2011,499,1181,254,Clemson,12,64,64,76
2011,498,1180,240,Kentucky,4,4,64,59
2011,497,1179,222,Princeton,13,64,64,57
2011,496,1178,196,Xavier,6,64,64,55
2011,495,1177,236,Marquette,11,16,64,66
2011,494,1176,216,Syracuse,3,32,64,77
2011,493,1175,243,Indiana St.,14,64,64,60
2011,492,1174,200,Washington,7,32,64,68
2011,491,1173,247,Georgia,10,64,64,65
2011,490,1172,230,North Carolina,2,8,64,102
2011,489,1171,238,LIU Brooklyn,15,64,64,87
2011,488,1170,252,Duke,1,16,64,87
2011,487,1169,245,Hampton,16,64,64,45
2011,486,1168,234,Michigan,8,32,64,75
2011,485,1167,214,Tennessee,9,64,64,45
2011,484,1166,261,Arizona,5,8,64,77
2011,483,1165,235,Memphis,12,64,64,75
2011,482,1164,213,Texas,4,32,64,85
2011,481,1163,227,Oakland,13,64,64,81
2011,480,1162,255,Cincinnati,6,32,64,78
2011,479,1161,232,Missouri,11,64,64,63
2011,478,1160,253,Connecticut,3,1,64,81
2011,477,1159,258,Bucknell,14,64,64,52
2011,476,1158,215,Temple,7,32,64,66
2011,475,1157,224,Penn St.,10,64,64,64
2011,474,1156,218,San Diego St.,2,16,64,68
2011,473,1155,229,Northern Colorado,15,64,64,50
2011,472,1154,242,Kansas,1,8,64,72
2011,471,1153,259,Boston University,16,64,64,53
2011,470,1152,207,UNLV,8,64,64,62
2011,469,1151,244,Illinois,9,32,64,73
2011,468,1150,203,Vanderbilt,5,64,64,66
2011,467,1149,220,Richmond,12,16,64,69
2011,466,1148,237,Louisville,4,64,64,61
2011,465,1147,231,Morehead St.,13,32,64,62
2011,464,1146,248,Georgetown,6,64,64,56
2011,463,1145,202,VCU,11,4,64,74
2011,462,1144,221,Purdue,3,32,64,65
2011,461,1143,219,Saint Peter's,14,64,64,43
2011,460,1142,212,Texas A&M,7,64,64,50
2011,459,1141,250,Florida St.,10,16,64,57
2011,458,1140,228,Notre Dame,2,32,64,69
2011,457,1139,263,Akron,15,64,64,56
2011,456,1138,223,Pittsburgh,1,32,64,74
2011,455,1137,208,UNC Asheville,16,64,64,51
2011,454,1136,257,Butler,8,2,64,60
2011,453,1135,225,Old Dominion,9,64,64,58
2011,452,1134,241,Kansas St.,5,32,64,73
2011,451,1133,205,Utah St.,12,64,64,68
2011,450,1132,198,Wisconsin,4,16,64,72
2011,449,1131,260,Belmont,13,64,64,58
2011,448,1130,217,St. John's,6,64,64,71
2011,447,1129,246,Gonzaga,11,32,64,86
2011,446,1128,256,BYU,3,16,64,74
2011,445,1127,197,Wofford,14,64,64,66
2011,444,1126,209,UCLA,7,32,64,78
2011,443,1125,233,Michigan St.,10,64,64,76
2011,442,1124,251,Florida,2,8,64,79
2011,441,1123,210,UC Santa Barbara,15,64,64,51
2011,440,578,226,Ohio St.,1,16,32,98
2011,439,577,249,George Mason,8,32,32,66
2011,438,576,199,West Virginia,5,32,32,63
2011,437,575,240,Kentucky,4,4,32,71
2011,436,574,236,Marquette,11,16,32,66
2011,435,573,216,Syracuse,3,32,32,62
2011,434,572,200,Washington,7,32,32,83
2011,433,571,230,North Carolina,2,8,32,86
2011,432,570,252,Duke,1,16,32,73
2011,431,569,234,Michigan,8,32,32,71
2011,430,568,261,Arizona,5,8,32,70
2011,429,567,213,Texas,4,32,32,69
2011,428,566,255,Cincinnati,6,32,32,58
2011,427,565,253,Connecticut,3,1,32,69
2011,426,564,215,Temple,7,32,32,64
2011,425,563,218,San Diego St.,2,16,32,71
2011,424,562,242,Kansas,1,8,32,73
2011,423,561,244,Illinois,9,32,32,59
2011,422,560,220,Richmond,12,16,32,65
2011,421,559,231,Morehead St.,13,32,32,48
2011,420,558,202,VCU,11,4,32,94
2011,419,557,221,Purdue,3,32,32,76
2011,418,556,250,Florida St.,10,16,32,71
2011,417,555,228,Notre Dame,2,32,32,57
2011,416,554,223,Pittsburgh,1,32,32,70
2011,415,553,257,Butler,8,2,32,71
2011,414,552,241,Kansas St.,5,32,32,65
2011,413,551,198,Wisconsin,4,16,32,70
2011,412,550,246,Gonzaga,11,32,32,67
2011,411,549,256,BYU,3,16,32,89
2011,410,548,209,UCLA,7,32,32,65
2011,409,547,251,Florida,2,8,32,73
2011,408,274,226,Ohio St.,1,16,16,60
2011,407,273,240,Kentucky,4,4,16,62
2011,406,272,236,Marquette,11,16,16,63
2011,405,271,230,North Carolina,2,8,16,81
2011,404,270,252,Duke,1,16,16,77
2011,403,269,261,Arizona,5,8,16,93
2011,402,268,253,Connecticut,3,1,16,74
2011,401,267,218,San Diego St.,2,16,16,67
2011,400,266,242,Kansas,1,8,16,77
2011,399,265,220,Richmond,12,16,16,57
2011,398,264,202,VCU,11,4,16,72
2011,397,263,250,Florida St.,10,16,16,71
2011,396,262,257,Butler,8,2,16,61
2011,395,261,198,Wisconsin,4,16,16,54
2011,394,260,256,BYU,3,16,16,74
2011,393,259,251,Florida,2,8,16,83
2011,392,122,240,Kentucky,4,4,8,76
2011,391,121,230,North Carolina,2,8,8,69
2011,390,120,261,Arizona,5,8,8,63
2011,389,119,253,Connecticut,3,1,8,65
2011,388,118,242,Kansas,1,8,8,61
2011,387,117,202,VCU,11,4,8,71
2011,386,116,257,Butler,8,2,8,74
2011,385,115,251,Florida,2,8,8,71
2011,384,46,240,Kentucky,4,4,4,55
2011,383,45,253,Connecticut,3,1,4,56
2011,382,44,202,VCU,11,4,4,62
2011,381,43,257,Butler,8,2,4,70
2011,380,8,253,Connecticut,3,1,2,53
2011,379,7,257,Butler,8,2,2,41
2010,378,1122,180,Kansas,1,32,64,90
2010,377,1121,177,Lehigh,16,64,64,74
2010,376,1120,143,UNLV,8,64,64,66
2010,375,1119,164,Northern Iowa,9,16,64,69
2010,374,1118,173,Michigan St.,5,4,64,70
2010,373,1117,166,New Mexico St.,12,64,64,67
2010,372,1116,174,Maryland,4,32,64,89
2010,371,1115,181,Houston,13,64,64,77
2010,370,1114,147,Tennessee,6,8,64,62
2010,369,1113,151,San Diego St.,11,64,64,59
2010,368,1112,184,Georgetown,3,64,64,83
2010,367,1111,161,Ohio,14,32,64,97
2010,366,1110,159,Oklahoma St.,7,64,64,59
2010,365,1109,183,Georgia Tech,10,32,64,64
2010,364,1108,160,Ohio St.,2,16,64,68
2010,363,1107,144,UC Santa Barbara,15,64,64,51
2010,362,1106,149,Syracuse,1,16,64,79
2010,361,1105,139,Vermont,16,64,64,56
2010,360,1104,182,Gonzaga,8,32,64,67
2010,359,1103,185,Florida St.,9,64,64,60
2010,358,1102,193,Butler,5,2,64,77
2010,357,1101,141,UTEP,12,64,64,59
2010,356,1100,140,Vanderbilt,4,64,64,65
2010,355,1099,168,Murray St.,13,32,64,66
2010,354,1098,131,Xavier,6,16,64,65
2010,353,1097,172,Minnesota,11,64,64,54
2010,352,1096,157,Pittsburgh,3,32,64,89
2010,351,1095,162,Oakland,14,64,64,66
2010,350,1094,192,BYU,7,32,64,99
2010,349,1093,186,Florida,10,64,64,92
2010,348,1092,179,Kansas St.,2,8,64,82
2010,347,1091,165,North Texas,15,64,64,62
2010,346,1090,178,Kentucky,1,8,64,100
2010,345,1089,187,East Tennessee St.,16,64,64,71
2010,344,1088,146,Texas,8,64,64,80
2010,343,1087,137,Wake Forest,9,32,64,81
2010,342,1086,148,Temple,5,64,64,65
2010,341,1085,189,Cornell,12,16,64,78
2010,340,1084,133,Wisconsin,4,32,64,53
2010,339,1083,132,Wofford,13,64,64,49
2010,338,1082,175,Marquette,6,64,64,78
2010,337,1081,136,Washington,11,16,64,80
2010,336,1080,167,New Mexico,3,32,64,62
2010,335,1079,170,Montana,14,64,64,57
2010,334,1078,190,Clemson,7,64,64,78
2010,333,1077,171,Missouri,10,32,64,86
2010,332,1076,135,West Virginia,2,4,64,77
2010,331,1075,169,Morgan St.,15,64,64,50
2010,330,1074,188,Duke,1,1,64,73
2010,329,1073,195,Arkansas Pine Bluff,16,64,64,44
2010,328,1072,191,California,8,32,64,77
2010,327,1071,176,Louisville,9,64,64,62
2010,326,1070,145,Texas A&M,5,32,64,69
2010,325,1069,142,Utah St.,12,64,64,53
2010,324,1068,156,Purdue,4,16,64,72
2010,323,1067,150,Siena,13,64,64,64
2010,322,1066,163,Notre Dame,6,64,64,50
2010,321,1065,158,Old Dominion,11,32,64,51
2010,320,1064,194,Baylor,3,8,64,68
2010,319,1063,152,Sam Houston St.,14,64,64,59
2010,318,1062,155,Richmond,7,64,64,71
2010,317,1061,153,Saint Mary's,10,16,64,80
2010,316,1060,138,Villanova,2,32,64,73
2010,315,1059,154,Robert Morris,15,64,64,70
2010,314,546,180,Kansas,1,32,32,67
2010,313,545,164,Northern Iowa,9,16,32,69
2010,312,544,173,Michigan St.,5,4,32,85
2010,311,543,174,Maryland,4,32,32,83
2010,310,542,147,Tennessee,6,8,32,83
2010,309,541,161,Ohio,14,32,32,68
2010,308,540,183,Georgia Tech,10,32,32,66
2010,307,539,160,Ohio St.,2,16,32,75
2010,306,538,149,Syracuse,1,16,32,87
2010,305,537,182,Gonzaga,8,32,32,65
2010,304,536,193,Butler,5,2,32,54
2010,303,535,168,Murray St.,13,32,32,52
2010,302,534,131,Xavier,6,16,32,71
2010,301,533,157,Pittsburgh,3,32,32,68
2010,300,532,192,BYU,7,32,32,72
2010,299,531,179,Kansas St.,2,8,32,84
2010,298,530,178,Kentucky,1,8,32,90
2010,297,529,137,Wake Forest,9,32,32,60
2010,296,528,189,Cornell,12,16,32,87
2010,295,527,133,Wisconsin,4,32,32,69
2010,294,526,136,Washington,11,16,32,82
2010,293,525,167,New Mexico,3,32,32,64
2010,292,524,171,Missouri,10,32,32,59
2010,291,523,135,West Virginia,2,4,32,68
2010,290,522,188,Duke,1,1,32,68
2010,289,521,191,California,8,32,32,53
2010,288,520,145,Texas A&M,5,32,32,61
2010,287,519,156,Purdue,4,16,32,63
2010,286,518,158,Old Dominion,11,32,32,68
2010,285,517,194,Baylor,3,8,32,76
2010,284,516,153,Saint Mary's,10,16,32,75
2010,283,515,138,Villanova,2,32,32,68
2010,282,258,164,Northern Iowa,9,16,16,52
2010,281,257,173,Michigan St.,5,4,16,59
2010,280,256,147,Tennessee,6,8,16,76
2010,279,255,160,Ohio St.,2,16,16,73
2010,278,254,149,Syracuse,1,16,16,59
2010,277,253,193,Butler,5,2,16,63
2010,276,252,131,Xavier,6,16,16,96
2010,275,251,179,Kansas St.,2,8,16,101
2010,274,250,178,Kentucky,1,8,16,62
2010,273,249,189,Cornell,12,16,16,45
2010,272,248,136,Washington,11,16,16,56
2010,271,247,135,West Virginia,2,4,16,69
2010,270,246,188,Duke,1,1,16,70
2010,269,245,156,Purdue,4,16,16,57
2010,268,244,194,Baylor,3,8,16,72
2010,267,243,153,Saint Mary's,10,16,16,49
2010,266,114,173,Michigan St.,5,4,8,70
2010,265,113,147,Tennessee,6,8,8,69
2010,264,112,193,Butler,5,2,8,63
2010,263,111,179,Kansas St.,2,8,8,56
2010,262,110,178,Kentucky,1,8,8,66
2010,261,109,135,West Virginia,2,4,8,73
2010,260,108,188,Duke,1,1,8,78
2010,259,107,194,Baylor,3,8,8,71
2010,258,42,173,Michigan St.,5,4,4,50
2010,257,41,193,Butler,5,2,4,52
2010,256,40,135,West Virginia,2,4,4,57
2010,255,39,188,Duke,1,1,4,78
2010,254,6,193,Butler,5,2,2,59
2010,253,5,188,Duke,1,1,2,61
2009,252,1058,107,Louisville,1,8,64,74
2009,251,1057,97,Morehead St.,16,64,64,54
2009,250,1056,92,Ohio St.,8,64,64,72
2009,249,1055,84,Siena,9,32,64,74
2009,248,1054,75,Utah,5,64,64,71
2009,247,1053,127,Arizona,12,16,64,84
2009,246,1052,71,Wake Forest,4,64,64,69
2009,245,1051,117,Cleveland St.,13,32,64,84
2009,244,1050,69,West Virginia,6,64,64,60
2009,243,1049,114,Dayton,11,32,64,68
2009,242,1048,108,Kansas,3,16,64,84
2009,241,1047,94,North Dakota St.,14,64,64,74
2009,240,1046,124,Boston College,7,64,64,55
2009,239,1045,76,USC,10,32,64,72
2009,238,1044,101,Michigan St.,2,2,64,77
2009,237,1043,85,Robert Morris,15,64,64,62
2009,236,1042,116,Connecticut,1,4,64,103
2009,235,1041,119,Chattanooga,16,64,64,47
2009,234,1040,122,BYU,8,64,64,66
2009,233,1039,78,Texas A&M,9,32,64,79
2009,232,1038,87,Purdue,5,16,64,61
2009,231,1037,93,Northern Iowa,12,64,64,56
2009,230,1036,70,Washington,4,32,64,71
2009,229,1035,99,Mississippi St.,13,64,64,58
2009,228,1034,105,Marquette,6,32,64,58
2009,227,1033,74,Utah St.,11,64,64,57
2009,226,1032,98,Missouri,3,8,64,78
2009,225,1031,115,Cornell,14,64,64,59
2009,224,1030,120,California,7,64,64,71
2009,223,1029,104,Maryland,10,32,64,84
2009,222,1028,103,Memphis,2,16,64,81
2009,221,1027,121,Cal St. Northridge,15,64,64,70
2009,220,1026,89,Pittsburgh,1,8,64,72
2009,219,1025,112,East Tennessee St.,16,64,64,62
2009,218,1024,90,Oklahoma St.,8,32,64,77
2009,217,1023,80,Tennessee,9,64,64,75
2009,216,1022,111,Florida St.,5,64,64,59
2009,215,1021,67,Wisconsin,12,32,64,61
2009,214,1020,66,Xavier,4,16,64,77
2009,213,1019,88,Portland St.,13,64,64,59
2009,212,1018,77,UCLA,6,32,64,65
2009,211,1017,73,VCU,11,64,64,64
2009,210,1016,72,Villanova,3,4,64,80
2009,209,1015,128,American,14,64,64,67
2009,208,1014,79,Texas,7,32,64,76
2009,207,1013,100,Minnesota,10,64,64,62
2009,206,1012,113,Duke,2,16,64,86
2009,205,1011,125,Binghamton,15,64,64,62
2009,204,1010,95,North Carolina,1,1,64,101
2009,203,1009,86,Radford,16,64,64,58
2009,202,1008,106,LSU,8,32,64,75
2009,201,1007,123,Butler,9,64,64,71
2009,200,1006,109,Illinois,5,64,64,72
2009,199,1005,68,Western Kentucky,12,32,64,76
2009,198,1004,110,Gonzaga,4,16,64,77
2009,197,1003,130,Akron,13,64,64,64
2009,196,1002,126,Arizona St.,6,32,64,66
2009,195,1001,81,Temple,11,64,64,57
2009,194,1000,82,Syracuse,3,16,64,59
2009,193,999,83,Stephen F. Austin,14,64,64,44
2009,192,998,118,Clemson,7,64,64,59
2009,191,997,102,Michigan,10,32,64,62
2009,190,996,91,Oklahoma,2,8,64,82
2009,189,995,96,Morgan St.,15,64,64,54
2009,188,514,107,Louisville,1,8,32,79
2009,187,513,84,Siena,9,32,32,72
2009,186,512,127,Arizona,12,16,32,71
2009,185,511,117,Cleveland St.,13,32,32,57
2009,184,510,114,Dayton,11,32,32,43
2009,183,509,108,Kansas,3,16,32,60
2009,182,508,76,USC,10,32,32,69
2009,181,507,101,Michigan St.,2,2,32,74
2009,180,506,116,Connecticut,1,4,32,92
2009,179,505,78,Texas A&M,9,32,32,66
2009,178,504,87,Purdue,5,16,32,76
2009,177,503,70,Washington,4,32,32,74
2009,176,502,105,Marquette,6,32,32,79
2009,175,501,98,Missouri,3,8,32,83
2009,174,500,104,Maryland,10,32,32,70
2009,173,499,103,Memphis,2,16,32,89
2009,172,498,89,Pittsburgh,1,8,32,84
2009,171,497,90,Oklahoma St.,8,32,32,76
2009,170,496,67,Wisconsin,12,32,32,49
2009,169,495,66,Xavier,4,16,32,60
2009,168,494,77,UCLA,6,32,32,69
2009,167,493,72,Villanova,3,4,32,89
2009,166,492,79,Texas,7,32,32,69
2009,165,491,113,Duke,2,16,32,74
2009,164,490,95,North Carolina,1,1,32,84
2009,163,489,106,LSU,8,32,32,70
2009,162,488,68,Western Kentucky,12,32,32,81
2009,161,487,110,Gonzaga,4,16,32,83
2009,160,486,126,Arizona St.,6,32,32,67
2009,159,485,82,Syracuse,3,16,32,78
2009,158,484,102,Michigan,10,32,32,63
2009,157,483,91,Oklahoma,2,8,32,73
2009,156,242,107,Louisville,1,8,16,103
2009,155,241,127,Arizona,12,16,16,64
2009,154,240,108,Kansas,3,16,16,62
2009,153,239,101,Michigan St.,2,2,16,67
2009,152,238,116,Connecticut,1,4,16,72
2009,151,237,87,Purdue,5,16,16,60
2009,150,236,98,Missouri,3,8,16,102
2009,149,235,103,Memphis,2,16,16,91
2009,148,234,89,Pittsburgh,1,8,16,60
2009,147,233,66,Xavier,4,16,16,55
2009,146,232,72,Villanova,3,4,16,77
2009,145,231,113,Duke,2,16,16,54
2009,144,230,95,North Carolina,1,1,16,98
2009,143,229,110,Gonzaga,4,16,16,77
2009,142,228,82,Syracuse,3,16,16,71
2009,141,227,91,Oklahoma,2,8,16,84
2009,140,106,107,Louisville,1,8,8,52
2009,139,105,101,Michigan St.,2,2,8,64
2009,138,104,116,Connecticut,1,4,8,82
2009,137,103,98,Missouri,3,8,8,75
2009,136,102,89,Pittsburgh,1,8,8,76
2009,135,101,72,Villanova,3,4,8,78
2009,134,100,95,North Carolina,1,1,8,72
2009,133,99,91,Oklahoma,2,8,8,60
2009,132,38,101,Michigan St.,2,2,4,82
2009,131,37,116,Connecticut,1,4,4,73
2009,130,36,72,Villanova,3,4,4,69
2009,129,35,95,North Carolina,1,1,4,83
2009,128,4,101,Michigan St.,2,2,2,72
2009,127,3,95,North Carolina,1,1,2,89
2008,126,994,31,North Carolina,1,4,64,113
2008,125,993,32,Mount St. Mary's,16,64,64,74
2008,124,992,44,Indiana,8,64,64,72
2008,123,991,63,Arkansas,9,32,64,86
2008,122,990,30,Notre Dame,5,32,64,68
2008,121,989,48,George Mason,12,64,64,50
2008,120,988,6,Washington St.,4,16,64,71
2008,119,987,3,Winthrop,13,64,64,40
2008,118,986,29,Oklahoma,6,32,64,72
2008,117,985,23,Saint Joseph's,11,64,64,64
2008,116,984,39,Louisville,3,8,64,79
2008,115,983,59,Boise St.,14,64,64,61
2008,114,982,58,Butler,7,32,64,81
2008,113,981,19,South Alabama,10,64,64,61
2008,112,980,16,Tennessee,2,16,64,72
2008,111,979,65,American,15,64,64,57
2008,110,978,43,Kansas,1,1,64,85
2008,109,977,25,Portland St.,16,64,64,61
2008,108,976,11,UNLV,8,32,64,71
2008,107,975,41,Kent St.,9,64,64,58
2008,106,974,55,Clemson,5,64,64,69
2008,105,973,7,Villanova,12,16,64,75
2008,104,972,8,Vanderbilt,4,64,64,62
2008,103,971,20,Siena,13,32,64,83
2008,102,970,10,USC,6,64,64,67
2008,101,969,42,Kansas St.,11,32,64,80
2008,100,968,2,Wisconsin,3,16,64,71
2008,99,967,56,Cal St. Fullerton,14,64,64,56
2008,98,966,45,Gonzaga,7,64,64,76
2008,97,965,51,Davidson,10,8,64,82
2008,96,964,47,Georgetown,2,32,64,66
2008,95,963,12,UMBC,15,64,64,47
2008,94,962,37,Memphis,1,2,64,87
2008,93,961,9,UT Arlington,16,64,64,63
2008,92,960,34,Mississippi St.,8,32,64,76
2008,91,959,27,Oregon,9,64,64,69
2008,90,958,35,Michigan St.,5,16,64,72
2008,89,957,17,Temple,12,64,64,61
2008,88,956,26,Pittsburgh,4,32,64,82
2008,87,955,28,Oral Roberts,13,64,64,63
2008,86,954,38,Marquette,6,32,64,74
2008,85,953,40,Kentucky,11,64,64,66
2008,84,952,18,Stanford,3,16,64,77
2008,83,951,52,Cornell,14,64,64,53
2008,82,950,36,Miami FL,7,32,64,78
2008,81,949,22,Saint Mary's,10,64,64,64
2008,80,948,15,Texas,2,8,64,74
2008,79,947,62,Austin Peay,15,64,64,54
2008,78,946,13,UCLA,1,4,64,70
2008,77,945,33,Mississippi Valley St.,16,64,64,29
2008,76,944,57,BYU,8,64,64,62
2008,75,943,14,Texas A&M,9,32,64,67
2008,74,942,50,Drake,5,64,64,99
2008,73,941,4,Western Kentucky,12,16,64,101
2008,72,940,54,Connecticut,4,64,64,69
2008,71,939,21,San Diego,13,32,64,70
2008,70,938,24,Purdue,6,32,64,90
2008,69,937,61,Baylor,11,64,64,79
2008,68,936,1,Xavier,3,8,64,73
2008,67,935,46,Georgia,14,64,64,61
2008,66,934,5,West Virginia,7,16,64,75
2008,65,933,64,Arizona,10,64,64,65
2008,64,932,49,Duke,2,32,64,71
2008,63,931,60,Belmont,15,64,64,70
2008,62,482,31,North Carolina,1,4,32,108
2008,61,481,63,Arkansas,9,32,32,77
2008,60,480,30,Notre Dame,5,32,32,41
2008,59,479,6,Washington St.,4,16,32,61
2008,58,478,29,Oklahoma,6,32,32,48
2008,57,477,39,Louisville,3,8,32,78
2008,56,476,58,Butler,7,32,32,71
2008,55,475,16,Tennessee,2,16,32,76
2008,54,474,43,Kansas,1,1,32,75
2008,53,473,11,UNLV,8,32,32,56
2008,52,472,7,Villanova,12,16,32,84
2008,51,471,20,Siena,13,32,32,72
2008,50,470,42,Kansas St.,11,32,32,55
2008,49,469,2,Wisconsin,3,16,32,72
2008,48,468,51,Davidson,10,8,32,74
2008,47,467,47,Georgetown,2,32,32,70
2008,46,466,37,Memphis,1,2,32,77
2008,45,465,34,Mississippi St.,8,32,32,74
2008,44,464,35,Michigan St.,5,16,32,65
2008,43,463,26,Pittsburgh,4,32,32,54
2008,42,462,38,Marquette,6,32,32,81
2008,41,461,18,Stanford,3,16,32,82
2008,40,460,36,Miami FL,7,32,32,72
2008,39,459,15,Texas,2,8,32,75
2008,38,458,13,UCLA,1,4,32,51
2008,37,457,14,Texas A&M,9,32,32,49
2008,36,456,4,Western Kentucky,12,16,32,72
2008,35,455,21,San Diego,13,32,32,63
2008,34,454,24,Purdue,6,32,32,78
2008,33,453,1,Xavier,3,8,32,85
2008,32,452,5,West Virginia,7,16,32,73
2008,31,451,49,Duke,2,32,32,67
2008,30,226,31,North Carolina,1,4,16,68
2008,29,225,6,Washington St.,4,16,16,47
2008,28,224,39,Louisville,3,8,16,79
2008,27,223,16,Tennessee,2,16,16,60
2008,26,222,43,Kansas,1,1,16,72
2008,25,221,7,Villanova,12,16,16,57
2008,24,220,2,Wisconsin,3,16,16,56
2008,23,219,51,Davidson,10,8,16,73
2008,22,218,37,Memphis,1,2,16,92
2008,21,217,35,Michigan St.,5,16,16,74
2008,20,216,18,Stanford,3,16,16,62
2008,19,215,15,Texas,2,8,16,82
2008,18,214,13,UCLA,1,4,16,88
2008,17,213,4,Western Kentucky,12,16,16,78
2008,16,212,1,Xavier,3,8,16,79
2008,15,211,5,West Virginia,7,16,16,75
2008,14,98,31,North Carolina,1,4,8,83
2008,13,97,39,Louisville,3,8,8,73
2008,12,96,43,Kansas,1,1,8,59
2008,11,95,51,Davidson,10,8,8,57
2008,10,94,37,Memphis,1,2,8,85
2008,9,93,15,Texas,2,8,8,67
2008,8,92,13,UCLA,1,4,8,76
2008,7,91,1,Xavier,3,8,8,57
2008,6,34,31,North Carolina,1,4,4,66
2008,5,33,43,Kansas,1,1,4,84
2008,4,32,37,Memphis,1,2,4,78
2008,3,31,13,UCLA,1,4,4,63
2008,2,2,43,Kansas,1,1,2,75
2008,1,1,37,Memphis,1,2,2,68