YEAR,TEAM NO,TEAM,SEED,ROUND,NET RPI,RESUME,WAB RANK,ELO,B POWER,Q1 W,Q2 W,Q1 PLUS Q2 W,Q3 Q4 L,PLUS 500,R SCORE,BID TYPE
2021,817,USC,6,8,19,37,7,12,19,3,6,9,0,15,98.8,At-Large
2021,816,Utah St.,11,64,39,80,67,34,46.3,2,2,4,2,11,19.1,At-Large
2021,815,VCU,10,64,36,56,42,33,51.3,2,7,9,2,12,64.8,At-Large
2021,814,Villanova,5,16,16,27,21,27,10,5,4,9,0,10,98.8,At-Large
2021,813,Virginia,4,64,12,29,18,18,10,5,4,9,1,12,99.1,Auto
2021,812,Virginia Tech,10,64,48,47,45,52,45,2,3,5,0,9,60.2,At-Large
2021,811,West Virginia,3,32,23,11,22,31,24.3,7,3,10,0,9,99.4,At-Large
2021,810,Wichita St.,11,68,72,60,38,37,78,2,2,4,1,9,18.7,At-Large
2021,809,Winthrop,12,64,55,122,43,30,88.7,0,2,2,1,22,1.1,Auto
2021,808,Wisconsin,9,32,26,15,30,55,14,5,5,10,0,5,91.4,At-Large
2019,807,Abilene Christian,15,64,154,178,79,94,150.3,0,0,0,5,17,0,Auto
2019,806,Arizona St.,11,64,63,45,49,44,57.7,3,8,11,4,12,26.6,At-Large
2019,805,Auburn,5,4,18,19,16,15,12.7,5,13,18,0,16,99.4,Auto
2019,804,Baylor,9,32,39,27,44,58,42,4,8,12,3,6,84.6,At-Large
2019,803,Belmont,11,64,47,73,39,31,53.3,2,3,5,2,20,36.1,At-Large
2019,802,Bradley,15,64,176,162,165,118,166,1,1,2,11,5,0,Auto
2019,801,Buffalo,6,32,15,63,19,6,23.3,2,5,7,1,27,97.7,Auto
2019,800,Cincinnati,7,64,25,29,18,13,32,5,8,13,1,22,97.5,Auto
2019,799,Colgate,15,64,132,184,111,78,134,0,0,0,6,13,0,Auto
2019,798,Duke,1,8,3,1,1,2,2.3,11,6,17,0,24,99.9,Auto
2019,797,Fairleigh Dickinson,16,64,203,263,197,159,204.3,0,0,0,10,5,0,Auto
2019,796,Florida,10,32,31,35,47,48,28.3,4,4,8,2,4,86.4,At-Large
2019,795,Florida St.,4,16,16,10,10,11,14.7,8,6,14,1,20,99.7,At-Large
2019,794,Gardner Webb,16,64,173,165,121,103,162,0,1,1,8,9,0,Auto
2019,793,Georgia St.,14,64,121,102,66,54,110.3,1,3,4,5,14,0,Auto
2019,792,Gonzaga,1,8,2,30,12,7,3,4,6,10,0,27,99.9,At-Large
2019,791,Houston,3,16,4,16,9,4,14,6,10,16,0,28,99.9,At-Large
2019,790,Iona,16,64,202,273,211,160,189.7,0,0,0,12,2,0,Auto
2019,789,Iowa,10,32,43,34,28,55,38.3,4,7,11,1,11,84.8,At-Large
2019,788,Iowa St.,6,64,21,11,22,30,15.3,8,3,11,0,12,99.3,Auto
2019,787,Kansas,4,32,20,6,8,21,17.7,11,7,18,0,16,99.6,At-Large
2019,786,Kansas St.,4,64,24,12,14,17,22.3,7,7,14,0,17,99.2,At-Large
2019,785,Kentucky,2,8,6,5,7,9,7.3,10,6,16,0,21,99.9,At-Large
2019,784,Liberty,12,32,58,82,58,37,78,2,1,3,3,19,2.6,Auto
2019,783,Louisville,7,64,22,28,32,52,19.3,4,5,9,1,7,98.1,At-Large
2019,782,LSU,3,16,14,8,11,12,20.3,9,7,16,0,20,99.7,At-Large
2019,781,Marquette,5,64,28,13,29,35,25.7,10,6,16,1,15,97.7,At-Large
2019,780,Maryland,6,32,27,25,24,36,26.7,6,6,12,1,12,97.4,At-Large
2019,779,Michigan,2,16,9,9,6,14,6.3,9,10,19,0,22,99.9,At-Large
2019,778,Michigan St.,2,4,8,2,3,3,4,13,6,19,0,22,99.9,Auto
2019,777,Minnesota,10,32,61,22,30,46,48,5,6,11,1,8,74.6,At-Large
2019,776,Mississippi,8,64,36,36,43,66,46,4,3,7,0,8,79.6,At-Large
2019,775,Mississippi St.,5,64,19,18,21,34,21.3,8,4,12,0,13,99,At-Large
2019,774,Montana,15,64,124,180,90,77,129,0,1,1,5,16,0,Auto
2019,773,Murray St.,12,32,44,92,41,25,52.3,1,1,2,0,21,18.6,Auto
2019,772,Nevada,7,64,23,68,25,19,23,1,7,8,2,25,91.4,At-Large
2019,771,New Mexico St.,12,64,40,109,38,18,53.7,0,3,3,2,24,17.9,Auto
2019,770,North Carolina,1,16,7,4,4,5,4.7,10,6,16,0,21,99.9,At-Large
2019,769,North Carolina Central,16,68,302,267,221,230,288.3,0,0,0,11,0,0,Auto
2019,768,North Dakota St.,16,64,222,213,178,162,194.7,0,0,0,9,1,0,Auto
2019,767,Northeastern,13,64,78,133,82,53,84.3,0,3,3,3,13,0,Auto
2019,766,Northern Kentucky,14,64,115,170,72,69,100.7,0,0,0,6,16,0,Auto
2019,765,Ohio St.,11,32,55,38,46,76,42,4,4,8,1,5,39.9,At-Large
2019,764,Oklahoma,9,32,37,33,31,59,36,4,7,11,1,6,87.5,At-Large
2019,763,Old Dominion,14,64,100,105,69,45,111.7,1,2,3,6,18,0,Auto
2019,762,Oregon,12,16,51,59,64,38,37.7,3,4,7,3,11,18.2,Auto
2019,761,Prairie View A&M,16,68,205,160,154,119,218,0,0,0,7,9,0,Auto
2019,760,Purdue,3,8,12,17,17,20,10,7,9,16,1,14,99.6,At-Large
2019,759,Saint Louis,13,64,103,94,89,72,101.3,1,4,5,6,11,0,Auto
2019,758,Saint Mary's,11,64,32,52,60,41,34.3,2,3,5,2,11,56.1,Auto
2019,757,Seton Hall,10,64,57,20,57,49,52.3,7,7,14,2,7,43.4,At-Large
2019,756,St. John's,11,68,73,32,65,87,70.7,5,5,10,2,9,7.1,At-Large
2019,755,Syracuse,8,64,42,54,48,56,33.3,3,3,6,2,7,66.4,At-Large
2019,754,Temple,11,68,56,53,36,39,72,2,6,8,1,14,31.6,At-Large
2019,753,Tennessee,2,16,5,7,5,8,7,9,6,15,0,23,99.9,At-Large
2019,752,Texas Tech,3,2,10,14,13,16,9,8,8,16,1,20,99.7,At-Large
2019,751,UC Irvine,13,32,68,84,45,29,80,1,1,2,2,24,3,Auto
2019,750,UCF,9,32,30,50,34,27,42.7,2,6,8,1,15,87.1,At-Large
2019,749,Utah St.,8,64,29,61,33,23,40.7,3,2,5,1,21,80.1,Auto
2019,748,VCU,8,64,34,60,40,28,41.3,2,3,5,3,18,69.3,At-Large
2019,747,Vermont,13,64,71,145,63,42,73.7,0,0,0,3,20,0.1,Auto
2019,746,Villanova,6,32,26,21,26,22,21.7,5,13,18,0,16,97.6,Auto
2019,745,Virginia,1,1,1,3,2,1,1.3,12,4,16,0,26,100,At-Large
2019,744,Virginia Tech,4,16,11,24,20,26,11.3,4,7,11,0,16,99.5,At-Large
2019,743,Washington,9,32,45,56,27,32,51,2,8,10,1,18,59.6,At-Large
2019,742,Wisconsin,5,64,17,15,15,24,14,10,5,15,0,13,99.4,At-Large
2019,741,Wofford,7,32,13,49,23,10,23.3,3,6,9,0,22,98.1,Auto
2019,740,Yale,14,64,86,132,62,50,86.3,0,1,1,2,14,0,Auto
2018,739,Alabama,9,32,42,9,64,73,49.7,7,4,11,3,4,40.5,At-Large
2018,738,Arizona,4,64,13,32,19,11,19,5,9,14,1,20,98.6,Auto
2018,737,Arizona St.,11,68,66,46,66,91,46.3,3,5,8,2,9,6.5,At-Large
2018,736,Arkansas,7,64,30,24,21,29,35.3,6,3,9,1,12,96.5,At-Large
2018,735,Auburn,4,32,15,26,17,22,22.7,7,2,9,0,18,99.2,At-Large
2018,734,Bucknell,14,64,80,135,85,63,91,0,1,1,4,16,0,Auto
2018,733,Buffalo,13,32,26,111,68,36,77,0,3,3,3,17,0.1,Auto
2018,732,Butler,10,32,41,38,33,51,26,4,4,8,1,7,87.1,At-Large
2018,731,Cal St. Fullerton,15,64,131,152,119,121,168.7,0,2,2,7,7,0,Auto
2018,730,Cincinnati,2,32,7,8,11,3,5.3,6,7,13,0,26,99.9,Auto
2018,729,Clemson,5,16,10,27,18,28,20.3,4,7,11,0,14,99.3,At-Large
2018,728,College of Charleston,13,64,56,91,77,53,116.3,1,4,5,4,17,0.4,Auto
2018,727,Creighton,8,64,43,54,28,49,23.3,2,5,7,0,9,81,At-Large
2018,726,Davidson,12,64,59,48,82,40,43.3,4,1,5,5,10,9.9,Auto
2018,725,Duke,2,8,6,6,9,12,3,6,7,13,0,19,99.9,At-Large
2018,724,Florida,6,32,46,5,36,48,21.7,9,4,13,3,8,95.2,At-Large
2018,723,Florida St.,9,8,54,22,43,58,36,6,1,7,1,9,72.8,At-Large
2018,722,Georgia St.,15,64,132,216,115,81,101.7,0,1,1,9,12,0,Auto
2018,721,Gonzaga,4,16,21,29,12,8,9,5,3,8,0,26,99.2,Auto
2018,720,Houston,6,32,17,20,26,15,18.3,6,4,10,2,19,98.9,At-Large
2018,719,Iona,15,64,108,199,158,125,124.3,0,1,1,8,7,0,Auto
2018,718,Kansas,1,4,5,3,4,7,7.7,12,9,21,1,20,99.9,Auto
2018,717,Kansas St.,9,8,52,43,23,31,43,4,5,9,1,11,70.8,At-Large
2018,716,Kentucky,5,16,18,10,16,16,18,5,9,14,0,14,99.5,Auto
2018,715,Lipscomb,15,64,101,175,88,98,169,0,1,1,5,11,0,Auto
2018,714,LIU Brooklyn,16,68,232,311,268,203,247.7,0,1,1,15,1,0,Auto
2018,713,Loyola Chicago,11,4,22,90,29,14,51.3,1,3,4,3,22,45.9,Auto
2018,712,Marshall,13,32,87,66,79,70,121,3,1,4,5,13,0.1,Auto
2018,711,Miami FL,6,64,28,39,22,26,34.3,5,3,8,1,13,94.8,At-Large
2018,710,Michigan,3,2,11,13,8,5,11.7,6,5,11,1,20,99.8,Auto
2018,709,Michigan St.,3,32,16,41,5,6,5.3,3,5,8,0,25,99.4,At-Large
2018,708,Missouri,8,64,44,35,48,61,42.7,5,5,10,2,7,65.7,At-Large
2018,707,Montana,14,64,76,117,63,39,91.3,0,1,1,1,17,0.1,Auto
2018,706,Murray St.,12,64,47,104,54,30,67.7,0,3,3,2,19,3.5,Auto
2018,705,Nevada,7,16,19,58,25,20,31.7,2,8,10,2,20,92.9,At-Large
2018,704,New Mexico St.,12,64,35,86,38,27,64,1,3,4,2,20,18.6,Auto
2018,703,North Carolina,2,32,4,2,7,13,7.3,14,2,16,1,15,99.9,At-Large
2018,702,North Carolina Central,16,68,279,285,245,255,291,0,0,0,14,1,0,Auto
2018,701,North Carolina St.,9,64,64,17,44,57,45.3,5,3,8,2,10,62,At-Large
2018,700,Ohio St.,5,32,20,30,15,19,17.7,3,6,9,1,16,99,At-Large
2018,699,Oklahoma,10,64,48,15,41,79,41.7,6,3,9,1,5,75.7,At-Large
2018,698,Penn,16,64,121,150,90,74,115,0,0,0,4,15,0,Auto
2018,697,Providence,10,64,31,25,30,37,61.3,5,5,10,3,8,96.6,At-Large
2018,696,Purdue,2,16,9,12,6,9,4.7,6,5,11,0,22,99.8,At-Large
2018,695,Radford,16,64,128,208,140,128,175.7,0,0,0,7,8,0,Auto
2018,694,Rhode Island,7,32,14,71,34,32,41.7,2,4,6,1,18,82.1,At-Large
2018,693,San Diego St.,11,64,63,60,71,33,50.7,3,2,5,3,11,6.6,Auto
2018,692,Seton Hall,8,32,32,28,24,43,27,4,4,8,2,10,96,At-Large
2018,691,South Dakota St.,12,64,37,93,46,21,81,1,1,2,1,18,0.7,Auto
2018,690,St. Bonaventure,11,64,24,49,35,24,62,3,6,9,3,18,87,At-Large
2018,689,Stephen F. Austin,14,64,104,136,74,67,113.3,0,1,1,4,18,0,Auto
2018,688,Syracuse,11,16,45,31,56,75,52.7,4,3,7,2,7,38.3,At-Large
2018,687,TCU,6,64,25,36,27,42,20.7,4,4,8,0,10,96.2,At-Large
2018,686,Tennessee,3,32,8,21,10,10,14.3,6,5,11,0,17,99.7,At-Large
2018,685,Texas,10,64,50,40,37,62,36,6,2,8,0,5,62.9,At-Large
2018,684,Texas A&M,7,16,29,19,31,47,31.3,6,6,12,1,8,96.9,At-Large
2018,683,Texas Southern,16,64,222,245,221,217,241.7,0,0,0,8,-4,0,Auto
2018,682,Texas Tech,3,8,23,11,13,23,12.7,7,6,13,1,15,99.5,At-Large
2018,681,UCLA,11,68,36,33,52,52,49,3,5,8,2,10,77.6,At-Large
2018,680,UMBC,16,32,112,124,113,94,181.7,1,0,1,5,11,0,Auto
2018,679,UNC Greensboro,13,64,65,103,70,46,90,1,3,4,5,17,0.3,Auto
2018,678,Villanova,1,1,2,4,2,2,1.3,10,8,18,1,26,100,Auto
2018,677,Virginia,1,64,1,1,1,1,1.7,12,7,19,0,29,100,Auto
2018,676,Virginia Tech,8,64,62,16,39,45,32.3,5,3,8,1,10,80,At-Large
2018,675,West Virginia,5,16,27,7,14,18,10.7,8,7,15,2,14,99.2,At-Large
2018,674,Wichita St.,4,64,12,37,20,17,15.3,3,11,14,1,18,99,At-Large
2018,673,Wright St.,14,64,99,125,93,90,134,1,1,2,6,14,0,Auto
2018,672,Xavier,1,32,3,14,3,4,12.7,5,10,15,0,23,99.9,At-Large
2017,671,Arizona,2,16,2,15,6,5,19,6,10,16,0,26,99.9,Auto
2017,670,Arkansas,8,32,28,46,26,30,38,4,8,12,2,16,90.7,At-Large
2017,669,Baylor,3,16,11,6,7,24,13,9,5,14,1,17,99.8,At-Large
2017,668,Bucknell,13,64,63,97,76,56,80,1,2,3,3,18,0.4,Auto
2017,667,Butler,4,16,15,7,20,29,26,9,7,16,3,15,99.6,At-Large
2017,666,Cincinnati,6,32,12,45,18,12,22,3,3,6,0,24,98.5,At-Large
2017,665,Creighton,6,64,26,24,23,36,27,6,4,10,1,15,97.7,At-Large
2017,664,Dayton,7,64,30,36,41,37,36,4,8,12,3,16,89.5,At-Large
2017,663,Duke,2,32,6,1,4,7,12,13,3,16,1,19,99.9,Auto
2017,662,East Tennessee St.,13,64,55,102,59,43,64,0,2,2,1,18,1.1,Auto
2017,661,Florida,4,8,10,22,14,17,9,6,9,15,0,16,99.6,At-Large
2017,660,Florida Gulf Coast,14,64,85,108,68,66,108,1,0,1,4,16,0,Auto
2017,659,Florida St.,3,32,14,2,17,26,20,11,5,16,2,17,99.7,At-Large
2017,658,Gonzaga,1,2,8,8,8,2,1,6,6,12,0,31,100,Auto
2017,657,Iona,14,64,88,140,120,88,118,1,0,1,7,10,0,Auto
2017,656,Iowa St.,5,32,21,18,12,15,17,7,4,11,1,13,99.4,Auto
2017,655,Jacksonville St.,15,64,151,246,168,125,158,0,1,1,10,4,0,Auto
2017,654,Kansas,1,8,3,5,2,3,10,8,8,16,0,24,99.9,At-Large
2017,653,Kansas St.,11,64,57,34,40,58,29,4,2,6,2,7,68.1,At-Large
2017,652,Kent St.,14,64,142,190,150,87,141,0,2,2,12,8,0,Auto
2017,651,Kentucky,2,8,4,9,3,6,4,8,10,18,0,24,99.9,Auto
2017,650,Louisville,2,32,7,10,9,16,6,7,6,13,0,16,99.9,At-Large
2017,649,Marquette,10,64,61,29,49,53,28,7,2,9,2,7,61.8,At-Large
2017,648,Maryland,6,64,34,26,29,41,45,4,10,14,2,15,91.7,At-Large
2017,647,Miami FL,8,64,42,31,32,40,32,4,4,8,0,10,90.9,At-Large
2017,646,Michigan,7,16,25,12,27,20,21,7,6,13,0,13,98.6,Auto
2017,645,Michigan St.,9,32,50,25,51,62,43,5,4,9,2,5,61.5,At-Large
2017,644,Middle Tennessee,12,32,35,78,34,19,48,2,2,4,3,25,64.9,Auto
2017,643,Minnesota,5,64,20,19,28,35,33,7,5,12,1,15,98,At-Large
2017,642,Mount St. Mary's,16,64,150,218,165,164,213,0,0,0,7,4,0,Auto
2017,641,Nevada,12,64,29,65,37,21,55,0,10,10,1,22,60.2,Auto
2017,640,New Mexico St.,14,64,59,104,55,49,88,0,3,3,2,20,1,Auto
2017,639,New Orleans,16,68,154,199,136,141,178,0,0,0,8,6,0,Auto
2017,638,North Carolina,1,1,5,3,5,11,3,11,6,17,1,19,99.9,At-Large
2017,637,North Carolina Central,16,68,202,184,108,122,153,0,1,1,7,14,0,Auto
2017,636,North Dakota,15,64,144,203,114,101,173,0,1,1,8,10,0,Auto
2017,635,Northern Kentucky,15,64,87,182,105,79,147,0,1,1,7,12,0,Auto
2017,634,Northwestern,8,32,51,37,35,46,39,5,3,8,0,12,71.6,At-Large
2017,633,Notre Dame,5,32,23,13,16,23,25,7,6,13,1,16,99.2,At-Large
2017,632,Oklahoma St.,10,64,40,53,31,44,24,3,3,6,1,7,83.3,At-Large
2017,631,Oregon,3,4,9,20,15,8,16,4,13,17,1,23,99.6,At-Large
2017,630,Princeton,12,64,47,110,56,34,59,0,1,1,1,16,2.1,Auto
2017,629,Providence,11,68,56,39,48,47,56,6,2,8,3,8,44.8,At-Large
2017,628,Purdue,4,16,19,33,19,14,15,5,7,12,1,18,98.4,At-Large
2017,627,Rhode Island,11,32,31,35,50,28,37,3,6,9,2,15,87.6,Auto
2017,626,Saint Mary's,7,32,17,59,25,13,14,2,6,8,0,24,97.1,At-Large
2017,625,Seton Hall,9,64,44,41,33,39,53,4,5,9,1,10,73.8,At-Large
2017,624,SMU,6,64,13,40,11,4,11,2,8,10,0,26,99.4,Auto
2017,623,South Carolina,7,4,43,32,39,52,31,4,7,11,1,11,83.7,At-Large
2017,622,South Dakota St.,16,64,155,245,200,129,187,0,0,0,13,0,0,Auto
2017,621,Texas Southern,16,64,105,158,97,120,207,0,0,0,5,12,0,Auto
2017,620,Troy,15,64,147,167,169,94,130,1,0,1,11,6,0,Auto
2017,619,UC Davis,16,64,166,249,159,134,218,0,0,0,11,8,0,Auto
2017,618,UCLA,3,16,16,16,10,9,18,6,6,12,0,25,99.7,At-Large
2017,617,UNC Wilmington,12,64,27,84,38,25,60,0,6,6,2,22,21.1,Auto
2017,616,USC,11,32,41,49,44,51,61,2,4,6,1,15,59.9,At-Large
2017,615,Vanderbilt,9,64,38,17,54,45,34,6,5,11,1,4,81.6,At-Large
2017,614,VCU,10,64,22,56,43,33,52,3,6,9,2,18,80.5,At-Large
2017,613,Vermont,13,64,46,116,46,27,63,0,0,0,1,23,2.3,Auto
2017,612,Villanova,1,32,1,4,1,1,2,12,5,17,0,28,100,Auto
2017,611,Virginia,5,32,18,14,22,31,7,6,8,14,0,12,99.5,At-Large
2017,610,Virginia Tech,9,64,48,23,30,42,44,5,6,11,1,12,86.6,At-Large
2017,609,Wake Forest,11,68,39,47,45,48,30,3,5,8,0,6,76.2,At-Large
2017,608,West Virginia,4,16,24,11,13,18,5,6,7,13,3,18,99.5,At-Large
2017,607,Wichita St.,10,32,32,75,24,10,8,2,1,3,0,25,89.8,Auto
2017,606,Winthrop,13,64,70,113,69,60,112,0,3,3,3,18,0.1,Auto
2017,605,Wisconsin,8,16,36,21,21,32,23,4,9,13,0,16,96.7,At-Large
2017,604,Xavier,11,8,37,42,42,55,40,4,4,8,0,8,78.4,At-Large
2016,603,Arizona,6,64,26,27,23,20,16,4,9,13,1,17,97.7,At-Large
2016,602,Austin Peay,16,64,189,218,229,175,219,0,1,1,10,-1,0,Auto
2016,601,Baylor,5,64,25,25,22,40,24,5,5,10,0,10,97.9,At-Large
2016,600,Buffalo,14,64,91,112,129,108,141,1,1,2,5,5,0,Auto
2016,599,Butler,9,32,56,29,32,37,39,4,2,6,1,11,76.7,At-Large
2016,598,Cal St. Bakersfield,15,64,117,131,98,76,107,0,1,1,4,13,0,Auto
2016,597,California,4,64,16,14,29,24,25,7,7,14,1,13,99.1,At-Large
2016,596,Chattanooga,12,64,50,75,43,42,104,1,4,5,3,22,7.6,Auto
2016,595,Cincinnati,9,64,48,43,45,52,31,4,3,7,1,12,67.9,At-Large
2016,594,Colorado,8,64,35,30,41,54,54,4,5,9,1,10,85.1,At-Large
2016,593,Connecticut,9,32,32,44,38,31,27,3,5,8,0,14,88.5,Auto
2016,592,Dayton,7,64,22,59,27,26,56,3,6,9,2,18,85.5,At-Large
2016,591,Duke,4,16,20,12,17,32,14,6,5,11,1,13,99.5,At-Large
2016,590,Fairleigh Dickinson,16,68,204,284,199,206,270,0,0,0,11,3,0,Auto
2016,589,Florida Gulf Coast,16,64,215,239,172,167,179,0,0,0,9,3,0,Auto
2016,588,Fresno St.,14,64,66,100,66,45,106,2,0,2,5,14,0.3,Auto
2016,587,Gonzaga,11,16,45,72,31,17,26,2,3,5,1,18,58.4,Auto
2016,586,Green Bay,14,64,112,97,112,91,127,2,0,2,6,9,0,Auto
2016,585,Hampton,16,64,154,192,138,163,241,0,1,1,5,10,0,Auto
2016,584,Hawaii,13,32,80,90,39,33,63,0,7,7,1,20,1.8,Auto
2016,583,Holy Cross,16,64,248,317,285,240,286,0,0,0,18,-5,0,Auto
2016,582,Indiana,5,16,24,23,25,16,12,6,4,10,3,18,98.6,At-Large
2016,581,Iona,13,64,77,130,97,59,99,0,2,2,4,12,0,Auto
2016,580,Iowa,7,32,29,19,34,53,19,5,3,8,2,11,97.3,At-Large
2016,579,Iowa St.,4,16,23,13,21,43,21,8,4,12,0,10,99.1,At-Large
2016,578,Kansas,1,8,1,1,1,1,1,15,5,20,1,25,100,Auto
2016,577,Kentucky,4,32,11,21,14,13,7,3,12,15,3,18,99.6,Auto
2016,576,Little Rock,12,32,42,98,30,22,57,1,3,4,2,23,29.7,Auto
2016,575,Maryland,5,16,14,36,18,27,22,5,3,8,1,16,98.7,At-Large
2016,574,Miami FL,3,16,9,10,9,11,11,7,9,16,3,18,99.8,At-Large
2016,573,Michigan,11,64,57,33,40,60,44,4,0,4,0,9,58.3,At-Large
2016,572,Michigan St.,2,64,12,6,7,4,2,8,5,13,1,24,99.9,Auto
2016,571,Middle Tennessee,15,32,78,134,94,78,128,0,1,1,5,13,0,Auto
2016,570,North Carolina,1,2,5,11,4,3,4,5,10,15,0,22,99.9,Auto
2016,569,Northern Iowa,11,32,70,45,88,51,76,4,4,8,9,9,4.5,Auto
2016,568,Notre Dame,6,8,31,18,28,48,37,5,3,8,0,10,96.6,At-Large
2016,567,Oklahoma,2,4,6,3,5,10,8,10,4,14,0,18,99.9,At-Large
2016,566,Oregon,1,8,2,4,10,5,13,10,10,20,2,21,99.9,Auto
2016,565,Oregon St.,7,64,33,22,46,66,60,4,7,11,1,6,82.7,At-Large
2016,564,Pittsburgh,10,64,53,51,36,57,35,2,7,9,2,9,51.1,At-Large
2016,563,Providence,9,32,40,55,24,39,53,2,6,8,3,13,74.2,At-Large
2016,562,Purdue,5,64,15,26,15,14,9,4,6,10,1,18,99.4,At-Large
2016,561,Saint Joseph's,8,32,21,31,20,15,43,4,5,9,1,20,96.9,Auto
2016,560,Seton Hall,6,64,19,17,12,9,30,6,4,10,0,17,99.3,Auto
2016,559,South Dakota St.,12,64,28,123,73,36,80,0,3,3,5,17,0,Auto
2016,558,Southern,16,68,186,246,169,183,223,0,0,0,11,7,0,Auto
2016,557,Stephen F. Austin,14,32,61,114,74,29,45,0,3,3,1,18,0.6,Auto
2016,556,Stony Brook,13,64,60,103,70,58,92,1,1,2,4,18,0.4,Auto
2016,555,Syracuse,10,4,72,32,59,80,38,5,3,8,3,6,9.3,At-Large
2016,554,Temple,10,64,59,41,57,56,95,5,2,7,2,10,17.1,At-Large
2016,553,Texas,6,64,27,7,26,38,32,7,6,13,1,8,98.6,At-Large
2016,552,Texas A&M,3,16,18,16,13,18,17,5,9,14,1,18,99.4,At-Large
2016,551,Texas Tech,8,64,36,20,37,62,42,6,2,8,2,7,89.4,At-Large
2016,550,Tulsa,11,68,58,42,75,75,62,4,4,8,3,9,11.1,At-Large
